User_ID,Job_ID,Job_Role,Company,User_Skills,Job_Requirements,Match_Score,Recommended
U05008,J05008,React Developer,Microsoft,"React Testing Library, HTML, Babel, React Router, Git","Tailwind CSS, Webpack, JavaScript, HTML, TypeScript",0.96,1
U05009,J05009,React Developer,Infosys,"Git, Vite, Redux","TypeScript, Webpack, CSS, HTML, Context API, Vite, Jest",0.97,1
U05010,J05010,React Developer,TCS,"REST APIs, Next.js, HTML, Git, JavaScript, Tailwind CSS","CSS, Next.js, React Testing Library, Jest",0.97,1
U05011,J05011,React Developer,Razorpay,"Redux, Next.js, JavaScript, Context API, Tailwind CSS, Vite","Webpack, Context API, JavaScript, React Router",0.69,0
U05012,J05012,React Developer,Infosys,"HTML, React Hooks, GraphQL, Git","Webpack, Git, Jest, REST APIs, React Hooks, CSS, Tailwind CSS",0.78,1
U05013,J05013,React Developer,Swiggy,"Context API, Git, Jest","React Testing Library, Styled Components, React Router, CSS",0.97,1
U05014,J05014,React Developer,TCS,"Styled Components, Next.js, HTML, Babel, CSS","TypeScript, Styled Components, React Router, React",0.92,1
U05015,J05015,React Developer,Accenture,"Tailwind CSS, JavaScript, React, Babel, Redux, Webpack","Vite, REST APIs, Context API, HTML, Git, Redux, Styled Components",0.54,0
U05016,J05016,React Developer,Amazon,"Git, React, Tailwind CSS, Next.js","Context API, React Testing Library, JavaScript, React Hooks",0.57,0
U05017,J05017,React Developer,Microsoft,"GraphQL, CSS, JavaScript, Jest, React Router, REST APIs","Vite, Styled Components, Jest, React, Redux, GraphQL",0.67,0
U05018,J05018,React Developer,Amazon,"JavaScript, React, TypeScript, Tailwind CSS, React Testing Library","React, CSS, GraphQL, Jest, Tailwind CSS, HTML",0.56,0
U05019,J05019,React Developer,Swiggy,"Git, Vite, React, TypeScript","GraphQL, REST APIs, Styled Components, Git, React Hooks, Jest",0.77,1
U05020,J05020,React Developer,Google,"Vite, Redux, React Hooks, GraphQL","TypeScript, Context API, Git, HTML",0.95,1
U05021,J05021,React Developer,Infosys,"Git, HTML, GraphQL","Webpack, Next.js, Context API, HTML, REST APIs",0.58,0
U05022,J05022,React Developer,Microsoft,"Webpack, JavaScript, REST APIs, Jest, Vite, GraphQL","React Router, HTML, Vite, React Hooks, CSS",0.91,1
U05023,J05023,React Developer,Microsoft,"Next.js, Babel, CSS, Git","Styled Components, GraphQL, React Router, Context API, CSS",0.87,1
U05024,J05024,React Developer,TCS,"JavaScript, REST APIs, Next.js, React Hooks, Styled Components, Jest","Jest, Webpack, Redux, Git, React Testing Library, HTML, Context API",0.65,0
U05025,J05025,React Developer,Microsoft,"Tailwind CSS, GraphQL, React","Styled Components, TypeScript, React Hooks, CSS",0.87,1
U05026,J05026,React Developer,Infosys,"Redux, Next.js, Babel, GraphQL, React Testing Library","React Testing Library, Next.js, React Hooks, Styled Components, GraphQL, TypeScript, React",0.88,1
U05027,J05027,React Developer,Wipro,"HTML, Context API, JavaScript, React, Next.js, CSS","Babel, Tailwind CSS, React Router, React Testing Library, TypeScript",0.64,0
U05028,J05028,React Developer,Infosys,"HTML, CSS, React Router, Vite, Context API","Vite, Tailwind CSS, GraphQL, Git, React Hooks",0.71,1
U05029,J05029,React Developer,Wipro,"GraphQL, REST APIs, HTML, React Router","Git, React Testing Library, React Router, Tailwind CSS, GraphQL",0.75,1
U05030,J05030,React Developer,Accenture,"GraphQL, REST APIs, TypeScript","Webpack, Jest, REST APIs, Redux",0.57,0
U05031,J05031,React Developer,Amazon,"React Testing Library, Webpack, React Router, Tailwind CSS, Vite","JavaScript, React Testing Library, Git, Redux, Context API, Vite, Next.js",0.81,1
U05032,J05032,React Developer,TCS,"GraphQL, Vite, React Router, React Testing Library","Next.js, React Testing Library, Jest, React, Redux, Git, Vite",0.88,1
U05033,J05033,React Developer,Microsoft,"JavaScript, GraphQL, HTML","TypeScript, GraphQL, Tailwind CSS, REST APIs",0.91,1
U05034,J05034,React Developer,Accenture,"React Hooks, Vite, JavaScript","Tailwind CSS, GraphQL, Context API, Next.js",0.93,1
U05035,J05035,React Developer,TCS,"Webpack, Context API, Vite","Babel, GraphQL, React, Git, Context API, CSS, Tailwind CSS",0.99,1
U05036,J05036,React Developer,Google,"GraphQL, Styled Components, Tailwind CSS, Jest, Babel, HTML","React Router, Next.js, Jest, TypeScript",0.54,0
U05037,J05037,React Developer,Microsoft,"Vite, Styled Components, CSS, REST APIs","Jest, React, GraphQL, React Hooks, Tailwind CSS",0.68,0
U05038,J05038,React Developer,Infosys,"Vite, CSS, Styled Components, Webpack, REST APIs, Babel","JavaScript, TypeScript, GraphQL, React, Webpack",0.92,1
U05039,J05039,React Developer,Amazon,"Next.js, GraphQL, Webpack, TypeScript","Context API, Webpack, React Router, CSS",0.94,1
U05040,J05040,React Developer,Wipro,"Jest, TypeScript, Webpack","HTML, Babel, Jest, React Hooks, REST APIs, CSS",0.71,1
U05041,J05041,React Developer,Microsoft,"Context API, React Hooks, Babel, React, JavaScript, HTML","React, CSS, Tailwind CSS, Vite",0.6,0
U05042,J05042,React Developer,Google,"JavaScript, React, Styled Components, Context API, CSS, Babel","React Router, TypeScript, REST APIs, HTML, Tailwind CSS",0.62,0
U05043,J05043,React Developer,Microsoft,"REST APIs, Context API, Styled Components, React Router, GraphQL","Next.js, React, CSS, HTML",0.58,0
U05044,J05044,React Developer,Microsoft,"Babel, Redux, Vite, JavaScript","React, Git, React Hooks, REST APIs",0.86,1
U05045,J05045,React Developer,Swiggy,"React Hooks, Redux, JavaScript","React Testing Library, Redux, React, Babel",0.99,1
U05046,J05046,React Developer,Accenture,"Styled Components, CSS, Git, React, React Router, Jest","JavaScript, React Router, Tailwind CSS, Context API, Webpack",0.92,1
U05047,J05047,React Developer,Wipro,"Redux, JavaScript, React Router, CSS","REST APIs, TypeScript, HTML, React Hooks, Styled Components, Tailwind CSS",0.61,0
U05048,J05048,React Developer,Microsoft,"Next.js, Git, TypeScript, HTML","Next.js, React Testing Library, React, Git, Webpack, Styled Components, TypeScript",0.6,0
U05049,J05049,React Developer,Amazon,"React Testing Library, JavaScript, HTML, CSS, Context API, Git","TypeScript, Git, CSS, REST APIs, Babel",0.5,0
U05050,J05050,React Developer,Wipro,"TypeScript, Babel, Styled Components, Git, Webpack, Redux","Git, REST APIs, Tailwind CSS, Next.js",0.58,0
U05051,J05051,React Developer,Razorpay,"React Testing Library, Context API, HTML, Styled Components, GraphQL, REST APIs","Vite, Redux, Tailwind CSS, JavaScript, React Router",0.91,1
U05052,J05052,React Developer,Wipro,"React, React Hooks, Jest","Context API, Styled Components, React Hooks, Next.js, REST APIs, Tailwind CSS, Redux",0.84,1
U05053,J05053,React Developer,TCS,"React Hooks, REST APIs, HTML, Vite, Styled Components, Redux","React Hooks, Vite, Babel, CSS, TypeScript, React",0.56,0
U05054,J05054,React Developer,Microsoft,"REST APIs, React, React Testing Library, Webpack","Jest, Tailwind CSS, React Router, Babel, React, React Testing Library, Webpack",0.7,0
U05055,J05055,React Developer,Razorpay,"Redux, Git, HTML, GraphQL, CSS","Redux, React, Context API, CSS, GraphQL",1.0,1
U05056,J05056,React Developer,Microsoft,"React Router, React, GraphQL, Redux","Vite, Babel, HTML, Webpack, React Router, Context API, React",0.88,1
U05057,J05057,React Developer,Zoho,"Context API, Git, CSS, React Testing Library, Redux, Jest","Tailwind CSS, Babel, React Router, Redux",0.57,0
U05058,J05058,React Developer,Zoho,"Context API, Jest, Tailwind CSS, Webpack, Babel, React Hooks","React Router, Next.js, Babel, React Testing Library, JavaScript, TypeScript, HTML",0.98,1
U05059,J05059,React Developer,Razorpay,"CSS, Babel, HTML, Next.js, Jest, React Testing Library","Jest, Tailwind CSS, Webpack, GraphQL, CSS, React Hooks",0.91,1
U05060,J05060,React Developer,Amazon,"JavaScript, Vite, Redux, REST APIs","Webpack, Styled Components, GraphQL, React Testing Library, Next.js, React Router, Tailwind CSS",0.84,1
U05061,J05061,React Developer,Wipro,"Git, React Hooks, HTML, Next.js","CSS, Babel, React Testing Library, GraphQL",0.98,1
U05062,J05062,React Developer,Google,"TypeScript, Git, JavaScript, Jest","React Hooks, Webpack, Git, Tailwind CSS, REST APIs, Styled Components, React",0.9,1
U05063,J05063,React Developer,Amazon,"JavaScript, REST APIs, Vite, HTML","REST APIs, JavaScript, Git, Tailwind CSS, React",0.86,1
U05064,J05064,React Developer,Google,"TypeScript, React Testing Library, REST APIs, Next.js","Styled Components, Context API, CSS, JavaScript, Jest",0.69,0
U05065,J05065,React Developer,Google,"Next.js, Git, Redux, Context API, JavaScript, REST APIs","TypeScript, Context API, React Testing Library, CSS, HTML",0.87,1
U05066,J05066,React Developer,Microsoft,"Webpack, Tailwind CSS, Vite, HTML, Babel, TypeScript","Babel, Jest, TypeScript, Webpack",0.67,0
U05067,J05067,React Developer,Zoho,"Jest, HTML, Git, REST APIs, Context API, React","Next.js, TypeScript, CSS, Redux, React Testing Library, React Router",0.62,0
U05068,J05068,React Developer,Zoho,"Styled Components, Git, JavaScript, React, Vite, CSS","HTML, React Testing Library, JavaScript, Babel, REST APIs, Webpack",0.67,0
U05069,J05069,React Developer,Infosys,"GraphQL, REST APIs, Styled Components, Redux, Next.js, Context API","CSS, REST APIs, React Router, Babel, JavaScript, Context API",0.58,0
U05070,J05070,React Developer,Amazon,"Babel, JavaScript, React Hooks, React Router, Git, React","GraphQL, Git, Vite, Webpack, Babel, React Router, HTML",0.52,0
U05071,J05071,React Developer,Wipro,"Vite, Tailwind CSS, Babel, React, React Router, React Testing Library","HTML, Webpack, Babel, React",0.52,0
U05072,J05072,React Developer,Razorpay,"TypeScript, React Router, HTML, REST APIs","HTML, TypeScript, Webpack, React Router, React Testing Library, CSS",0.52,0
U05073,J05073,React Developer,Wipro,"Vite, Context API, React Hooks, Babel, Next.js, TypeScript","Jest, Vite, Tailwind CSS, CSS, Redux, Styled Components",0.96,1
U05074,J05074,React Developer,Accenture,"Styled Components, JavaScript, Babel","React, GraphQL, Babel, React Router, HTML, Vite, CSS",0.82,1
U05075,J05075,React Developer,Wipro,"Babel, React Router, REST APIs","GraphQL, REST APIs, Vite, Webpack",0.6,0
U05076,J05076,React Developer,Razorpay,"Context API, React, HTML, GraphQL","Next.js, Webpack, HTML, Context API, Styled Components",0.91,1
U05077,J05077,React Developer,Swiggy,"Webpack, CSS, HTML","Redux, Jest, Next.js, Styled Components, Babel, HTML, JavaScript",0.66,0
U05078,J05078,React Developer,Swiggy,"React Testing Library, Babel, Tailwind CSS","React, Git, HTML, Redux, Tailwind CSS, Jest",0.85,1
U05079,J05079,React Developer,Microsoft,"Babel, React, Context API","React Hooks, React Testing Library, Tailwind CSS, JavaScript",0.7,0
U05080,J05080,React Developer,Swiggy,"React Hooks, HTML, Context API, Tailwind CSS","CSS, Git, JavaScript, Babel",0.74,1
U05081,J05081,React Developer,Zoho,"Jest, JavaScript, React, Context API, Next.js, Babel","React Router, Tailwind CSS, Vite, Babel",0.65,0
U05082,J05082,React Developer,TCS,"CSS, Context API, Babel","TypeScript, Webpack, Jest, React Router",0.53,0
U05083,J05083,React Developer,Amazon,"Babel, React Hooks, Jest, Vite, React Testing Library, JavaScript","React Testing Library, TypeScript, Babel, React Hooks, React",0.59,0
U05084,J05084,React Developer,Accenture,"Next.js, React Hooks, Styled Components, CSS, Git","Webpack, React Router, Git, Styled Components, React Testing Library, Tailwind CSS",0.56,0
U05085,J05085,React Developer,Razorpay,"Vite, HTML, Context API","HTML, Vite, Webpack, GraphQL",0.95,1
U05086,J05086,React Developer,Microsoft,"JavaScript, React Hooks, Tailwind CSS","Vite, TypeScript, Tailwind CSS, Redux, HTML",0.56,0
U05087,J05087,React Developer,Infosys,"Next.js, JavaScript, React Testing Library","TypeScript, React Router, REST APIs, Webpack, Next.js, Context API",0.82,1
U05088,J05088,React Developer,Microsoft,"GraphQL, CSS, HTML","React, Tailwind CSS, Styled Components, TypeScript, Next.js, CSS, Git",0.97,1
U05089,J05089,React Developer,Microsoft,"React Router, GraphQL, Context API","Next.js, React Hooks, Vite, REST APIs, Redux, JavaScript",0.66,0
U05090,J05090,React Developer,Microsoft,"TypeScript, Vite, React Testing Library, CSS","React Router, Tailwind CSS, React, HTML, GraphQL, JavaScript, Webpack",0.93,1
U05091,J05091,React Developer,TCS,"Webpack, JavaScript, Jest","React Router, Jest, CSS, GraphQL, Next.js",0.95,1
U05092,J05092,React Developer,Razorpay,"TypeScript, React Hooks, REST APIs, Tailwind CSS, HTML","TypeScript, React, Tailwind CSS, CSS, Vite",0.63,0
U05093,J05093,React Developer,Zoho,"Babel, HTML, Next.js, Tailwind CSS, REST APIs, React","React Router, Next.js, JavaScript, Redux",0.77,1
U05094,J05094,React Developer,Microsoft,"Babel, Context API, REST APIs","React Router, React Hooks, HTML, JavaScript, TypeScript",0.56,0
U05095,J05095,React Developer,Swiggy,"TypeScript, Babel, Context API","Tailwind CSS, GraphQL, Next.js, Styled Components",0.55,0
U05096,J05096,React Developer,Accenture,"React Testing Library, JavaScript, Tailwind CSS, Git, React Hooks, React Router","Babel, Vite, React Testing Library, JavaScript",0.83,1
U05097,J05097,React Developer,Zoho,"React Testing Library, GraphQL, HTML, React, JavaScript","Babel, Git, TypeScript, Vite, Context API",0.73,1
U05098,J05098,React Developer,Amazon,"Jest, GraphQL, Vite, HTML, REST APIs, Context API","Babel, Redux, TypeScript, Vite",0.8,1
U05099,J05099,React Developer,Swiggy,"Next.js, Redux, Styled Components, React Testing Library, Vite","JavaScript, React, CSS, HTML, React Hooks",0.58,0
U05100,J05100,React Developer,Google,"Babel, Context API, Tailwind CSS, Webpack, Redux","Babel, Redux, React Router, React Testing Library, Tailwind CSS, React, Styled Components",0.52,0
U05101,J05101,React Developer,Wipro,"JavaScript, Git, GraphQL, Tailwind CSS","Webpack, Jest, React Testing Library, Git, Redux, CSS, Next.js",0.99,1
U05102,J05102,React Developer,Zoho,"Next.js, React Router, JavaScript, REST APIs, HTML, Context API","Context API, Babel, Jest, TypeScript, Tailwind CSS",0.69,0
U05103,J05103,React Developer,Amazon,"Git, React Hooks, Vite, Next.js","React Router, React, Webpack, REST APIs, React Testing Library, CSS",0.85,1
U05104,J05104,React Developer,TCS,"Redux, React Testing Library, TypeScript, JavaScript","Vite, Redux, Next.js, Styled Components",0.59,0
U05105,J05105,React Developer,Amazon,"Redux, REST APIs, TypeScript, Vite, React, Styled Components","Styled Components, React, Tailwind CSS, Context API, TypeScript, React Router",0.95,1
U05106,J05106,React Developer,TCS,"JavaScript, HTML, Jest, GraphQL","Vite, React Testing Library, Webpack, GraphQL, CSS, Next.js, Redux",0.66,0
U05107,J05107,React Developer,Zoho,"Context API, Redux, Babel, Webpack, Next.js, Vite","JavaScript, React, REST APIs, Tailwind CSS, GraphQL",0.7,0
U05108,J05108,React Developer,Razorpay,"Git, JavaScript, Styled Components, TypeScript, Jest","Context API, React, Tailwind CSS, Git",0.94,1
U05109,J05109,React Developer,Wipro,"REST APIs, Babel, Styled Components, Next.js","TypeScript, CSS, React Router, Webpack, HTML, Tailwind CSS, Styled Components",0.92,1
U05110,J05110,React Developer,Microsoft,"React Testing Library, GraphQL, TypeScript, JavaScript, Styled Components, Tailwind CSS","Babel, Vite, Context API, Tailwind CSS, CSS",0.92,1
U05111,J05111,React Developer,Zoho,"Jest, Tailwind CSS, TypeScript, HTML, Context API, Git","React Testing Library, React Hooks, Redux, Webpack, Vite, Context API",0.89,1
U05112,J05112,React Developer,Microsoft,"HTML, Tailwind CSS, Vite, React, TypeScript","Context API, Babel, React Router, Styled Components, CSS, Tailwind CSS",0.79,1
U05113,J05113,React Developer,Razorpay,"Next.js, React Testing Library, HTML, Jest, Vite, Babel","React Hooks, HTML, React, Vite, REST APIs",0.52,0
U05114,J05114,React Developer,Microsoft,"React Hooks, Next.js, CSS","Vite, Tailwind CSS, Redux, Jest, JavaScript",0.55,0
U05115,J05115,React Developer,Zoho,"React Router, CSS, Redux, Vite","React Router, JavaScript, Vite, CSS, Context API",0.56,0
U05116,J05116,React Developer,Accenture,"Vite, Redux, Next.js, Styled Components, REST APIs","CSS, React Router, React Testing Library, Redux, Styled Components",0.5,0
U05117,J05117,React Developer,Zoho,"React, Next.js, CSS, TypeScript, Styled Components, Webpack","React Router, GraphQL, CSS, Tailwind CSS, Styled Components, Vite, REST APIs",0.57,0
U05118,J05118,React Developer,Microsoft,"Webpack, Tailwind CSS, REST APIs, React, React Router","Redux, Git, Context API, Next.js, TypeScript",0.82,1
U05119,J05119,React Developer,Accenture,"Vite, React, JavaScript, Webpack, HTML, Babel","CSS, Next.js, Context API, Git, GraphQL, React Hooks, React Router",0.83,1
U05120,J05120,React Developer,Swiggy,"React Testing Library, Styled Components, Tailwind CSS, REST APIs","TypeScript, Vite, REST APIs, React Testing Library",0.64,0
U05121,J05121,React Developer,Razorpay,"Jest, Context API, Webpack, Git","Jest, Babel, CSS, Context API, GraphQL, JavaScript",0.6,0
U05122,J05122,React Developer,Microsoft,"React Testing Library, Webpack, TypeScript","Babel, Styled Components, Next.js, GraphQL, React Router",0.99,1
U05123,J05123,React Developer,Razorpay,"CSS, Babel, React","Webpack, Tailwind CSS, CSS, JavaScript, Git, TypeScript",0.64,0
U05124,J05124,React Developer,Zoho,"Redux, Styled Components, Git","Redux, Git, React, HTML, TypeScript, Next.js, React Testing Library",0.99,1
U05125,J05125,React Developer,Infosys,"Redux, TypeScript, React Testing Library, Next.js, Git, Styled Components","Tailwind CSS, REST APIs, Babel, TypeScript",0.93,1
U05126,J05126,React Developer,Amazon,"JavaScript, CSS, Vite, Webpack","Next.js, Vite, REST APIs, Webpack, React Router",0.82,1
U05127,J05127,React Developer,Swiggy,"React Router, TypeScript, Redux, Vite, REST APIs, React","GraphQL, Babel, Webpack, TypeScript, Context API, Vite, JavaScript",0.79,1
U05128,J05128,React Developer,Accenture,"Vite, Tailwind CSS, Styled Components, TypeScript, Webpack, Context API","Webpack, Git, Redux, HTML, TypeScript, REST APIs, Vite",0.77,1
U05129,J05129,React Developer,Microsoft,"React Router, Git, JavaScript, Context API, Tailwind CSS","Next.js, Redux, React Hooks, Tailwind CSS, TypeScript",0.83,1
U05130,J05130,React Developer,Accenture,"React Testing Library, Redux, Tailwind CSS","Vite, Webpack, React Hooks, Tailwind CSS",0.61,0
U05131,J05131,React Developer,Wipro,"REST APIs, HTML, React Hooks, React Router, Context API, Vite","Styled Components, Babel, TypeScript, Tailwind CSS, HTML, React, Next.js",0.65,0
U05132,J05132,React Developer,Zoho,"React Hooks, React, Babel","React Hooks, Webpack, Styled Components, Git",0.94,1
U05133,J05133,React Developer,Amazon,"Redux, HTML, React Router","Git, Redux, React Testing Library, Styled Components, React Hooks, Webpack, GraphQL",0.78,1
U05134,J05134,React Developer,TCS,"React Testing Library, Styled Components, GraphQL, REST APIs","React Router, Git, REST APIs, Babel",0.75,1
U05135,J05135,React Developer,Microsoft,"Redux, Jest, TypeScript, Context API","Webpack, TypeScript, React, React Router, React Hooks",0.76,1
U05136,J05136,React Developer,TCS,"Git, Jest, Webpack, React Testing Library, REST APIs, CSS","Git, Babel, Tailwind CSS, GraphQL, Next.js",0.71,1
U05137,J05137,React Developer,Microsoft,"Babel, Vite, Tailwind CSS, Context API","React, TypeScript, HTML, React Hooks, REST APIs",0.67,0
U05138,J05138,React Developer,TCS,"Vite, HTML, GraphQL, CSS, JavaScript, Tailwind CSS","TypeScript, Webpack, React Hooks, Git, React Router, REST APIs, Context API",0.74,1
U05139,J05139,React Developer,Google,"React, Jest, Webpack, HTML, Redux, Git","React, Webpack, React Router, Context API",0.96,1
U05140,J05140,React Developer,Amazon,"Vite, Git, React Hooks, CSS","Redux, REST APIs, React Testing Library, Babel, React, CSS",0.8,1
U05141,J05141,React Developer,Microsoft,"Styled Components, React, Webpack, TypeScript, JavaScript","Jest, React Router, React Testing Library, React, REST APIs, Vite, Git",0.92,1
U05142,J05142,React Developer,TCS,"Next.js, GraphQL, Git, Jest, React, Vite","REST APIs, React Hooks, Next.js, Babel, React, TypeScript",0.74,1
U05143,J05143,React Developer,Microsoft,"Next.js, CSS, JavaScript, Webpack, REST APIs, GraphQL","Vite, HTML, React Testing Library, Styled Components, Git, Babel",0.85,1
U05144,J05144,React Developer,Amazon,"React, Git, TypeScript, JavaScript","Webpack, CSS, JavaScript, React, Babel, GraphQL",0.97,1
U05145,J05145,React Developer,Wipro,"Styled Components, Webpack, Git, Jest, React Hooks","React, Context API, Git, HTML, Redux, Next.js",0.88,1
U05146,J05146,React Developer,Amazon,"Tailwind CSS, Jest, Git","HTML, CSS, Webpack, GraphQL, Next.js, JavaScript, React Hooks",0.78,1
U05147,J05147,React Developer,Amazon,"CSS, Next.js, HTML, JavaScript, Vite, Webpack","Webpack, React Testing Library, CSS, Jest, TypeScript",0.8,1
U05148,J05148,React Developer,TCS,"JavaScript, Vite, Next.js, React Hooks, Styled Components, REST APIs","Babel, Git, Next.js, Vite, Webpack, TypeScript",0.65,0
U05149,J05149,React Developer,Razorpay,"Tailwind CSS, Context API, TypeScript","Styled Components, JavaScript, Context API, Webpack, React Testing Library, Git",0.82,1
U05150,J05150,React Developer,Zoho,"Redux, CSS, Babel, React Hooks, Vite, React Testing Library","React Router, GraphQL, Webpack, Tailwind CSS",0.88,1
U05151,J05151,React Developer,Razorpay,"TypeScript, Next.js, React Router, Styled Components, Git","Git, React, HTML, Context API, CSS, Tailwind CSS, GraphQL",0.9,1
U05152,J05152,React Developer,Razorpay,"React Router, CSS, TypeScript, GraphQL, JavaScript, React Hooks","Context API, JavaScript, Styled Components, Babel",0.57,0
U05153,J05153,React Developer,Microsoft,"Jest, Vite, Git, Redux","Next.js, Tailwind CSS, JavaScript, REST APIs, TypeScript, CSS",0.54,0
U05154,J05154,React Developer,Accenture,"React Hooks, Jest, React Router","Jest, REST APIs, React Hooks, CSS, Redux",0.58,0
U05155,J05155,React Developer,Amazon,"Webpack, Next.js, JavaScript, Babel, Jest, REST APIs","JavaScript, React, React Hooks, Styled Components, Jest, Webpack, Context API",0.53,0
U05156,J05156,React Developer,TCS,"React Hooks, React, TypeScript","JavaScript, React Hooks, Webpack, TypeScript, Jest, Next.js",0.94,1
U05157,J05157,React Developer,Razorpay,"Tailwind CSS, Vite, TypeScript, HTML","JavaScript, CSS, React Testing Library, React Hooks",0.94,1
U05158,J05158,React Developer,Amazon,"Babel, CSS, Vite, Styled Components, React, Webpack","HTML, Jest, React Hooks, Webpack",0.51,0
U05159,J05159,React Developer,TCS,"CSS, Webpack, HTML, Redux, REST APIs","React Hooks, Context API, Redux, React Router, Vite, TypeScript, Styled Components",0.54,0
U05160,J05160,React Developer,Microsoft,"GraphQL, Babel, React Router, Styled Components, JavaScript, TypeScript","React Testing Library, HTML, Context API, Jest, Tailwind CSS, Next.js",0.91,1
U05161,J05161,React Developer,Google,"React Testing Library, Git, JavaScript, Context API, Vite, REST APIs","Styled Components, CSS, React Router, REST APIs, React Hooks",0.81,1
U05162,J05162,React Developer,Amazon,"TypeScript, Babel, JavaScript","Next.js, GraphQL, Jest, Babel, TypeScript, Redux, REST APIs",0.55,0
U05163,J05163,React Developer,Swiggy,"React, REST APIs, Git","React Router, React Hooks, Redux, Vite, React, CSS",0.71,1
U05164,J05164,React Developer,Infosys,"JavaScript, Vite, Git, Tailwind CSS, Jest, GraphQL","React Testing Library, Vite, Jest, Webpack",0.57,0
U05165,J05165,React Developer,Swiggy,"Git, Babel, CSS, React Router, TypeScript","Jest, Tailwind CSS, Styled Components, React Testing Library, React, CSS",0.67,0
U05166,J05166,React Developer,Accenture,"React Router, Jest, JavaScript","Webpack, React, REST APIs, React Hooks, Vite, Babel",0.93,1
U05167,J05167,React Developer,Google,"Jest, Redux, JavaScript, GraphQL","React Testing Library, GraphQL, React, Styled Components",0.73,1
U05168,J05168,React Developer,TCS,"GraphQL, React, Next.js, HTML","Git, Vite, Babel, Context API, Tailwind CSS, React Testing Library, React",0.71,1
U05169,J05169,React Developer,Microsoft,"JavaScript, Styled Components, Vite","React, Git, React Hooks, Babel",0.75,1
U05170,J05170,React Developer,Amazon,"Styled Components, Jest, React Testing Library, Redux, React Router","JavaScript, REST APIs, HTML, React Router, CSS, Webpack, Git",0.55,0
U05171,J05171,React Developer,Swiggy,"JavaScript, GraphQL, Jest","JavaScript, Jest, Context API, GraphQL, Styled Components, Tailwind CSS, React Router",0.9,1
U05172,J05172,React Developer,Swiggy,"GraphQL, Git, CSS, React Router, React Testing Library","Babel, REST APIs, Webpack, Jest",0.6,0
U05173,J05173,React Developer,TCS,"Styled Components, Webpack, REST APIs, React Router","HTML, TypeScript, React Router, React Testing Library, React Hooks",0.68,0
U05174,J05174,React Developer,Accenture,"Webpack, React Testing Library, JavaScript","CSS, REST APIs, GraphQL, React, React Testing Library, React Hooks, Styled Components",0.88,1
U05175,J05175,React Developer,Infosys,"React Testing Library, Redux, HTML, Styled Components, React Hooks, REST APIs","Tailwind CSS, React Hooks, Jest, Babel, GraphQL",0.96,1
U05176,J05176,React Developer,Wipro,"JavaScript, React Router, React Hooks","HTML, TypeScript, React Router, Git, Styled Components",0.56,0
U05177,J05177,React Developer,Swiggy,"Babel, Git, GraphQL, Redux","CSS, Next.js, TypeScript, Redux, Jest, Context API, JavaScript",0.88,1
U05178,J05178,React Developer,Infosys,"Babel, GraphQL, Vite, React","JavaScript, Git, REST APIs, React Testing Library, Styled Components, Vite, Redux",0.55,0
U05179,J05179,React Developer,Zoho,"Context API, Styled Components, Babel, REST APIs, Jest, CSS","Redux, React Hooks, GraphQL, React, Git, Babel",0.68,0
U05180,J05180,React Developer,Amazon,"Jest, GraphQL, Tailwind CSS, Git, JavaScript","HTML, React Hooks, React Router, React Testing Library, Babel, Redux, Vite",0.89,1
U05181,J05181,React Developer,Amazon,"React, REST APIs, Redux, React Hooks, TypeScript, Webpack","CSS, HTML, React Hooks, REST APIs",0.77,1
U05182,J05182,React Developer,Wipro,"Jest, HTML, JavaScript, GraphQL, React Hooks","HTML, Redux, Jest, Vite, Babel, React Hooks, TypeScript",0.58,0
U05183,J05183,React Developer,TCS,"React Hooks, Git, TypeScript, Next.js","Git, CSS, HTML, TypeScript",0.84,1
U05184,J05184,React Developer,Amazon,"Next.js, Git, Styled Components, REST APIs, React Hooks, Jest","Jest, REST APIs, Styled Components, Redux, Next.js, Webpack",0.79,1
U05185,J05185,React Developer,Amazon,"Babel, JavaScript, HTML, React, Styled Components, React Testing Library","Babel, Context API, Tailwind CSS, JavaScript, TypeScript",0.74,1
U05186,J05186,React Developer,Amazon,"TypeScript, Context API, HTML, Tailwind CSS, CSS","JavaScript, Vite, React Router, Jest, HTML, Styled Components",0.99,1
U05187,J05187,React Developer,Wipro,"React Hooks, Next.js, Babel, CSS","GraphQL, React Hooks, Tailwind CSS, Next.js, CSS",0.82,1
U05188,J05188,React Developer,Microsoft,"GraphQL, Styled Components, REST APIs","Git, Babel, HTML, Jest, Next.js, React Testing Library",0.95,1
U05189,J05189,React Developer,Infosys,"REST APIs, Git, React Router, CSS, Next.js","Babel, Tailwind CSS, TypeScript, Webpack, CSS",0.77,1
U05190,J05190,React Developer,Wipro,"Redux, CSS, React Testing Library, React Router, Webpack","Webpack, JavaScript, Jest, Context API, GraphQL",0.75,1
U05191,J05191,React Developer,TCS,"React Testing Library, Context API, Styled Components, Jest, Redux","GraphQL, HTML, Git, Tailwind CSS",0.84,1
U05192,J05192,React Developer,Infosys,"Vite, React Router, React Testing Library, Jest, REST APIs","Redux, TypeScript, GraphQL, JavaScript",0.9,1
U05193,J05193,React Developer,Swiggy,"TypeScript, Next.js, Redux, Babel","Tailwind CSS, Babel, React Hooks, React Testing Library",0.97,1
